episode,avg_reward_last100,solved (>=475)
100,-200.0,False
200,-200.0,False
300,-200.0,False
400,-200.0,False
500,-200.0,False
600,-200.0,False
700,-200.0,False
800,-200.0,False
900,-200.0,False
1000,-200.0,False
1100,-200.0,False
1200,-200.0,False
1300,-200.0,False
1400,-200.0,False
1500,-200.0,False
