episode,avg_reward_last100,solved (>=475)
100,9.54,False
200,9.28,False
300,9.32,False
400,9.31,False
500,9.35,False
600,9.33,False
700,9.26,False
800,9.42,False
900,9.35,False
1000,9.42,False
1100,9.19,False
1200,9.44,False
1300,9.33,False
1400,9.44,False
1500,9.31,False
