episode,avg_reward_last100,solved (>=475)
100,26.21,False
200,34.4,False
300,63.53,False
400,106.67,False
500,174.99,False
600,248.79,False
700,275.21,False
800,315.03,False
900,391.83,False
1000,401.87,False
1100,396.73,False
1200,434.46,False
1300,435.38,False
1400,464.14,False
1500,480.54,True
