episode,avg_reward_last100,solved (>=475)
100,82.74,False
200,266.44,False
300,170.48,False
400,217.38,False
500,186.1,False
600,196.24,False
700,123.21,False
800,180.68,False
900,144.66,False
1000,175.85,False
1100,144.11,False
1200,108.6,False
1300,186.82,False
1400,193.97,False
1500,155.42,False
1600,167.58,False
1700,191.27,False
1800,187.17,False
1900,164.97,False
2000,147.41,False
