episode,avg_reward_last100,solved (>=475)
100,9.63,False
200,9.33,False
300,9.39,False
400,9.42,False
500,9.22,False
600,9.37,False
700,9.32,False
800,9.27,False
900,9.35,False
1000,9.25,False
