episode,avg_reward_last100,solved (>=475)
100,9.66,False
200,9.33,False
300,9.36,False
400,9.37,False
500,9.48,False
600,9.37,False
700,9.28,False
800,9.27,False
900,9.26,False
1000,9.42,False
1100,9.25,False
1200,9.35,False
1300,9.32,False
1400,9.37,False
1500,9.39,False
