episode,avg_reward_last100,solved (>=475)
100,20.46,False
200,24.44,False
300,24.62,False
400,25.73,False
500,27.62,False
600,28.84,False
700,30.36,False
800,32.64,False
900,32.72,False
1000,33.88,False
1100,39.97,False
1200,36.34,False
1300,42.66,False
1400,48.61,False
1500,46.64,False
1600,51.31,False
1700,49.42,False
1800,67.23,False
1900,64.73,False
2000,69.14,False
