episode,avg_reward_last100,solved (>=475)
100,9.25,False
200,9.48,False
300,9.42,False
400,9.55,False
500,9.52,False
600,9.34,False
700,9.37,False
800,9.28,False
900,9.31,False
1000,9.47,False
1100,9.33,False
1200,9.57,False
1300,9.48,False
1400,9.32,False
1500,9.28,False
1600,9.24,False
1700,9.28,False
1800,9.35,False
1900,9.54,False
2000,9.33,False
