episode,avg_reward_last100,solved (>=475)
100,9.44,False
200,9.31,False
300,9.37,False
400,9.36,False
500,9.34,False
600,9.36,False
700,9.37,False
800,9.45,False
900,9.5,False
1000,9.43,False
1100,9.46,False
1200,9.4,False
1300,9.39,False
1400,9.31,False
1500,9.37,False
1600,9.37,False
1700,9.5,False
1800,9.4,False
1900,9.39,False
2000,9.33,False
