episode,avg_reward_last100,solved (>=475)
100,9.67,False
200,10.15,False
300,9.35,False
400,9.44,False
500,9.44,False
600,9.36,False
700,9.3,False
800,9.25,False
900,9.48,False
1000,9.38,False
1100,9.43,False
1200,9.38,False
1300,9.36,False
1400,9.42,False
1500,9.34,False
