episode,avg_reward_last100,solved (>=475)
100,152.05,False
200,121.86,False
300,139.25,False
400,410.93,False
500,398.25,False
600,376.31,False
700,259.85,False
800,130.03,False
900,134.72,False
1000,131.27,False
1100,127.13,False
1200,133.52,False
1300,125.18,False
1400,122.56,False
1500,125.44,False
1600,128.06,False
1700,119.31,False
1800,120.57,False
1900,117.8,False
2000,223.63,False
