episode,avg_reward_last100,solved (>=475)
100,22.74,False
200,30.96,False
300,9.45,False
400,9.25,False
500,9.37,False
600,9.4,False
700,9.33,False
800,9.37,False
900,9.18,False
1000,9.36,False
1100,9.3,False
1200,9.21,False
1300,9.27,False
1400,9.28,False
1500,9.4,False
