episode,avg_reward_last100,solved (>=475)
100,9.54,False
200,9.33,False
300,9.46,False
400,9.29,False
500,9.36,False
600,9.35,False
700,9.4,False
800,9.38,False
900,9.27,False
1000,9.34,False
1100,9.37,False
1200,9.37,False
1300,9.5,False
1400,9.23,False
1500,9.31,False
