episode,avg_reward_last100,solved (>=475)
100,-500.0,False
200,-500.0,False
300,-500.0,False
400,-500.0,False
500,-500.0,False
600,-500.0,False
700,-500.0,False
800,-500.0,False
900,-500.0,False
1000,-500.0,False
1100,-500.0,False
1200,-500.0,False
1300,-500.0,False
1400,-500.0,False
1500,-500.0,False
