episode,avg_reward_last100,solved (>=475)
100,9.46,False
200,9.4,False
300,9.34,False
400,9.36,False
500,9.5,False
600,9.23,False
700,9.3,False
800,9.31,False
900,9.44,False
1000,9.4,False
1100,9.52,False
1200,9.39,False
1300,9.29,False
1400,9.32,False
1500,9.37,False
