episode,avg_reward_last100,solved (>=475)
100,117.74,False
200,221.86,False
300,329.25,False
400,97.55,False
500,9.35,False
600,9.29,False
700,9.39,False
800,9.27,False
900,9.36,False
1000,9.22,False
1100,9.34,False
1200,9.21,False
1300,9.39,False
1400,9.38,False
1500,9.25,False
