episode,avg_reward_last100,solved (>=475)
100,20.44,False
200,31.45,False
300,58.6,False
400,113.01,False
500,186.11,False
600,268.5,False
700,318.91,False
800,313.18,False
900,433.31,False
1000,435.95,False
1100,458.46,False
1200,478.76,True
