episode,avg_reward_last100,solved (>=475)
100,21.27,False
200,9.48,False
300,9.45,False
400,9.33,False
500,9.36,False
600,9.42,False
700,9.2,False
800,9.39,False
900,9.43,False
1000,9.26,False
1100,9.34,False
1200,9.32,False
1300,9.34,False
1400,9.29,False
1500,9.33,False
