episode,avg_reward_last100,solved (>=475)
100,41.53,False
200,92.28,False
300,11.87,False
400,162.07,False
500,115.97,False
600,9.44,False
700,9.42,False
800,54.19,False
900,80.15,False
1000,83.08,False
1100,98.79,False
1200,144.16,False
1300,81.32,False
1400,9.37,False
1500,9.26,False
