episode,avg_reward_last100,solved (>=475)
100,119.57,False
200,257.34,False
300,122.26,False
400,139.7,False
500,140.93,False
600,125.49,False
700,130.89,False
800,136.57,False
900,140.0,False
1000,129.21,False
1100,111.96,False
1200,125.47,False
1300,169.41,False
1400,119.18,False
1500,158.37,False
1600,118.04,False
1700,112.61,False
1800,113.97,False
1900,119.12,False
2000,169.69,False
