episode,avg_reward_last100,solved (>=475)
100,9.68,False
200,9.57,False
300,9.45,False
400,9.42,False
500,9.42,False
600,9.27,False
700,9.33,False
800,9.39,False
900,9.48,False
1000,9.38,False
1100,9.36,False
1200,9.37,False
1300,9.23,False
1400,9.22,False
1500,9.26,False
1600,9.31,False
1700,9.31,False
1800,9.47,False
1900,9.38,False
2000,9.33,False
