episode,avg_reward_last100,solved (>=475)
100,25.27,False
200,24.84,False
300,25.42,False
400,28.02,False
500,29.45,False
600,32.29,False
700,31.99,False
800,39.24,False
900,45.22,False
1000,45.73,False
1100,46.26,False
1200,54.49,False
1300,57.48,False
1400,70.48,False
1500,70.98,False
1600,82.55,False
1700,98.76,False
1800,97.73,False
1900,109.5,False
2000,128.06,False
