episode,avg_reward_last100,solved (>=475)
100,10.19,False
200,9.38,False
300,9.45,False
400,9.37,False
500,9.32,False
600,9.22,False
700,9.38,False
800,9.26,False
900,9.37,False
1000,9.44,False
1100,9.23,False
1200,9.39,False
1300,9.4,False
1400,9.38,False
1500,9.46,False
