episode,avg_reward_last100,solved (>=475)
100,9.72,False
200,9.27,False
300,9.33,False
400,9.37,False
500,9.27,False
600,9.38,False
700,9.29,False
800,9.41,False
900,9.21,False
1000,9.43,False
