episode,avg_reward_last100,solved (>=475)
100,11.07,False
200,27.13,False
300,79.24,False
400,46.72,False
500,38.57,False
600,152.9,False
700,452.62,False
800,371.64,False
900,477.14,True
1000,422.47,False
1100,468.97,False
1200,431.16,False
1300,451.34,False
1400,460.38,False
1500,500.0,True
1600,500.0,True
1700,500.0,True
1800,498.37,True
1900,371.78,False
2000,500.0,True
