episode,avg_reward_last100,solved (>=475)
100,-243.96,False
200,-100.43,False
300,-90.23,False
400,-86.32,False
500,-95.22,False
600,-88.56,False
700,-84.07,False
800,-84.81,False
900,-87.67,False
1000,-88.27,False
1100,-87.97,False
1200,-83.93,False
1300,-83.88,False
1400,-81.8,False
1500,-87.8,False
